No;Fulltext;Status
591;@undipmenfess penipuan nder kalo dpt tilang elektronik (ETLE) itu pelanggar dapet surat langsung dari ditlantas polda yg dikirim kerumah nah nnti ada petunjuk untuk konfirmasi online dan WA call center untk info pembayaran denda btw aku phl di ditlantas yg ngurus ky gt mkanya brani reply;
592;@titudeNo1 karena saya belum pernah kena tilang elektronik jadi saya tidak paham systemnya seperti apa dan karena saya panik ya dibuka lah file itu.;
593;@DivHumas_Polri Pasal karet. Lagi gak niat di terapkan ..merokok sambil berkendara. Sangat bahaya sekali daripada knalpot.brong tolong pak buru2 di berlakukan segera. Kalo bisa saya di kasih aplikasi tilang elektronik biar saya bisa menilang orang2 yang rokok sambil berkendara;
594;@undipmenfess Klo kena tilang Elektronik pemberitahuannya BUKAN dari SMS WA atau telpon. Kan data identitas pemilik kendaraan di Samsat gak ada nomer tlp hanya alamat rumah. Jadi klo kita kena tilang pemberitahuannya melalui surat fisik yang dikirim oleh Pos.;
595;@Fol1eadeux @kuli_coding @mouldie_sep Bang separator busway itu ada light yellow diatas nya dan ga putus jd lebih keliatan pas malem. Klo separator sepeda itu putih polos. Dan putusÂ² karna pintu masuk gedung yg bikin samar samar malem. Di tambah silau tembakan lampu Kamera tilang elektronik makin samar.;
596;Tilang Elektronik Segera Diterapkan di Martapura Polres Banjar Lakukan Uji Coba...https://t.co/j0AX5bNcdL;
597;Kamera ETLE Lima Bulan Terpasang Tilang Elektronik di Tuban Tak Kunjung Beroperasi https://t.co/Nm545ofDSY @1polrestuban @KabTuban;
598;Halo Sobat Lantas! Personil Sat Lantas Polres Bone melaksanakan Patroli jalan Raya di kota Watampone dengan membawa Tilang Elektronik ETLE yang langsung di gunakan untuk mencapture pelanggaran para Pengendara Jalan di Kota Watampone. @polda_sulsel @humas_polda_sulsel https://t.co/m59FGoUdTQ;
599;@iniennyreal Tilang elektronik satu lagi;
600;@tanyarlfes Meal prep belanja mingguan service mobil sesuai book record urus drama balik nama kendaraan. Tambahan baru kemarin cek website tilang elektronik;
601;Tim E-TLE Mobile Sat Lantas Jakarta Selatan melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah di sekitaran Taman Gajah Dharmawangsa Kebayoran Baru Jaksel. https://t.co/wnzql6Z2Gu;
602;ndes biar kode pembayaran tilang elektronik keluar setelah konfirmasi tu gimana ya;
603;Tilang Elektronik (ETLE) Mulai Diberlakukan Sejak Malam Pergantian Tahun Baru 2024 di Kotim https://t.co/dBgyno2yuR;
604;Tilang Elektronik di Karawang Akan Kembali Digiatkan di Awal 2024 https://t.co/YqbqKy428g;
605;@aslisuroboyo Nak Pegirian lampu merah sak CCTV ne Kobong Cok....umpomo tilang elektronik aktif paling utang negara lunas gara tilangan nak Surabaya utara;
606;@stnkpoldametro apakah wa ini valid untuk surat tilang elektronik? https://t.co/qZ3Fs7683e;
607;@NTMCLantasPolri min saya mau tanya. kendaraan saya saat di cek di web etle terkena tilang elektronik bulan 5 kemarin. tetapi saya tidak pernah mendapatkan surat pemberitahuan. jadi saya tidak tahu dan blm saya bayar. cara urusnya gimana?;
608;smg dijauhin dr tilang elektronik;
609;Lagi Liburan Kena ETLE di Kota Orang Ini Cara Urus dan Bayar Tilang Elektronik Lewat Handphone Cukup jadi PR jika lagi liburan malah kena tilang elektronik liburan jadi gak tenang kepikiran berapa biaya dendanya. https://t.co/Ncq5SMRux9 lewat @tribunjualbeli;
610;5 Cara Bayar Denda Tilang Elektronik Pakai HP Enggak Perlu Lagi Antri di Bank https://t.co/u38ExjX9bb;
611;@Pai_C1 Mana ini Pak Polisi itu mau di tilang elektronik ngak ada plat nya. Tolong Pak segera di tindak. Kasian anak2 kita nanti karena dengan bebas orang menyewakan sepeda listrik kepada anak2;
612;Artikel ini akan membahas seputar langkah-langkah pengurusan dan pembayaran tilang elektronik dari awal hingga akhir https://t.co/1Vv5AUwECq;
613;Udah pasarah aja ini gua kalau misalnya kena tilang elektronik;
614;Sebanyak 6.119 pengendara tercatat melakukan pelanggaran lalu lintas yang tertangkap tilang elektronik alias kamera Electronic Traffic Law Enforcement (ETLE) yang terpasang di wilayah hukum Polres Kota Tangerang. Kapolresta Tangerang Kombes Pol Sigit Dany Setiyono mengatakan https://t.co/p0EeiReluo;
615;6.119 Pelanggar Lalu Lintas Terjaring Tilang Elektronik di Tangerang https://t.co/1igD7f70Ap;
616;@adriansyahyasin Video kaya gini apa ga nyampe ke @TMCPoldaMetro dan jadi barang bukti buat melakukan tindakan tilang elektronik ya?;
617;Ciri-ciri Kendaraan Terkena Tilang Elektronik Pengguna Mobil dan Motor Baru Wajib Baca https://t.co/IU0PbbcI3K lewat @tribunnews;
618;Kamera Tilang Elektronik Akan Dipasang di Banjarbaru Simak Jadwal dan Titiknya https://t.co/G3z2iJISXT;
619;https://t.co/qjkwY1aqAN Paser Kapolres Paser AKBP Kade Budiyarta SIK meresmikan program Electronic Law Enforcement (ETLE) atau Tilang elektronik sekaligus ruang operator di gedung Satlantas Polres Paser pada Senin (25/12/2023). https://t.co/DDdV4PZ5oT;
620;@RTMC_PoldaJabar Slamat pagi Sy mau tanya soal surat tilang elektronik Temen sy dapat surat ETLE cm kok ada yg janggal Foto planggaran diambil bukan pake cctv tp berasal dr foto pribadi posisi d kampung;
621;Ya ampun ternyata jl cirendue raya dipasang alat tilang elektronik tujuannya pasti biar patuh sama aturan ya tp bikin kaget mamak2 yg antar jemput anak sekolah kena Futu candid kan ï¸�;
622;kecelakaan dan tilang elektronik.;
623;@sbyfess 1. Menghindari tilang elektronik 2. Mau berbuat kriminal;
624;@apratikto DJ Calmic menerima panggilan: Nikahan Family gathering Graduation Ganti oli Tune up Biro jasa BPKB SIM dan tilang elektronik;
625;Agar tidak salah membedakan ETLE Mobil dan ETLE Statis pengguna jalan harunya memahami tentang tilang elektronik. https://t.co/rL3wBDBofI;
626;Menurutku bjir kali emang kamera tilang elektronik ini. Silaunya bikin mata mau buta;
627;@joekampret1 @ListyoSigitP Halo Sobat Polri terimakasih atas informasinya. Untuk permasalahan yang dialami Sobat Polri razia manual kembali diberlakukan karena penerapan tilang elektronik atau ETLE belum efektif dalam mencegah pelanggaran lalu lintas. (1/3);
628;Ditlantas Polda Jawa Tengah mencatat 30 pelanggaran lalu lintas saat uji coba sistem tilang elektronik (ETLE) dengan drone. Uji coba dilakukan di Jalan Dr. Ramelan Kudus Jawa Tengah pada Rabu (29/11/2023). https://t.co/zI1e6o2mvj;
629;Pak Pol kemana ya? Klo di tilang elektronik kena semua nih https://t.co/pr3t6xZUUq;
630;@TMCPoldaMetro Tilang aja pak polisi kan udh ada tilang elektronik tuh;
631;@habiburokhman kena tilang elektronik gk tu;
632;@yusufgunawan Sejak ada tilang Elektronik petugas lalin TIDAK PERNAH terlihat di jalan. Coba siang2 jalan ke perempatan klenteng/kebalen pasti macet parah byk yg langgar lampu merah tpi petugas lalin rebahan di pos polisi sebelah klenteng....;
633;Tilang elektronik di sudirman-thamrin sangat efektif lho;
634;Ditlantas Polda Sulawesi Selatan memblokir ribuan Surat Tanda Nomor Kendaraan alias STNK. Pemblokiran dilakukan setelah kendaraan terjaring tilang elektronik dan tak melapor ke petugas. https://t.co/auh9QRki19;
635;Dit Lantas Polda Sulsel Memblokir Ribuan STNK Pemblokiran dilakukan karena terjaring Tilang Elektronik namun tidak Melapor Ke Petugas @rtmc.poldasulsel @humaspolresluwutimur @ntmc_polri https://t.co/M7TVtxdHGu;
636;08.11 Tim E-TLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl. Bekasi Timur Raya Pulo Gadung Jaktim. https://t.co/HSIMXV1izZ;
637;@Adrianussatrio Penumpang yang ada di halte atau yang ada di bus diberikan platform untuk melaporkan atau ngadu dengan kirim foto plat nomor jelas geo tagged bertime stamp untuk bisa dijadikan lampiran laporan kepada Polantas untuk kirim Tilang Elektronik.;
638;@myname_ap kok manahan sakiki wes mulai ya bang? apakah tilang elektronik sudah tidak efektif?;
639;Kami Satuan Lalu Lintas Polres Merauke tidak pernah mengirimkan Surat Tilang Elektronik Melalui Pesan Whatsapp Kami himbau kepada masyarakat untuk tidak mudah mempercayai berita yang beredar silahkan mengkonfirmasi dengan datang langsung ke kantor Sat Lantas Polres Merauke https://t.co/5isB8eXkGu;
640;@RadioElshinta @TMCPoldaMetro @DivHumas_Polri Langsung tilang elektronik saja!;
641;Apa iya masih lawan arah setelah ada mobil ETLE Polisi? Hari Rabu (22/11) terlihat polisi memanen tilang elektronik dari pemotor lawan arah di Jl. Basuki Rahmat flyover Pondok Bambu Jakarta Timur. Dalam satu waktu terlihat banyak pemotor yang tertilang. Pemotor lawan arus https://t.co/oVITuS4uaS;
642;Ari menilai tilang elektronik tak cukup membuat jera para pelanggar lalu lintas. https://t.co/7pxNEAJo86;
643;tilang elektronik lu bener bener ya nyusahin. tadinya aman skrg jadinya mesti jalan muter jauh;
644;@adriansyahyasin Eh tp beneran bisa diproses tilang elektronik gak sih nih dengan bukti foto ini? Kan udah jelas pelanggarannya;
645;Bisa gak sih kita ngerekam pengendara2 yg ngerokok terus kita cepuin terus minimal tilang elektronik gitu?;
646;@adriansyahyasin @NTMCLantasPolri @NTMCPoldaMetro Apakah laporan warga bisa dijadikan dasar untuk dilakukan tilang elektronik? Kalau iya bagus sekali berarti. Warga bisa melaporkan kalau ada pelanggaran dan bisa menimbulkan efek jera bagi pelaku pelanggaran lainnya.;
647;@adriansyahyasin @NTMCLantasPolri @NTMCPoldaMetro Kan kena tilang elektronik itu 500rb denda nya.. nah ksh 50rb bagi setiap pengendera yg foto.. trus Negara msh untung 450rb.. dijamin pasti makin berjursng pelanggar yg ada;
648;@adriansyahyasin @NTMCLantasPolri @NTMCPoldaMetro boleh dong pak Pol jadi usulan baru nih kita boleh foto dan lapor polisi untuk kena tilang elektronik duitnya bisa bangun negara sangat tidak fair kalau mobil pribadi terus2an masuk lajur bus Transjakarta;
649;@yusufgunawan Kasih cctv tilang elektronik. polisi gak pernah jaga juga. Gak guna banget pada kaga tau diri. Ayoo polisi tindak seperti tugasnya.;
650;@narkosun Yg pasti skrg sdg musim nya flat satu sj yg di pasang( bag dpn motor) yg bag blkng tdk di psng( mohon di razia) mrk unt menghindari foto tilang elektronik dr bag blkng.;
651;Bijaklah Berkendara Agar Terhindar Dari Bahaya Dan TILANG ELEKTRONIK. Siang Malam .. Pakai Kaca Film Setebal Apa Juga Bisa Di Deteksi. Waspadalah Waspadalah.. https://t.co/ACEPeugiLy;
652;@adriansyahyasin @NTMCLantasPolri @NTMCPoldaMetro Sepanjang jalurnya TJ koridor 8 ini emang kudu banyak dipasangin kamera tilang elektronik deh;
653;@Puthutea Pemasukan berkurang garaÂ² tilang elektronik? Wkwkwkwk;
654;@adriansyahyasin @NTMCLantasPolri @NTMCPoldaMetro Btw agak kaget polisi blm pasang tilang elektronik ke jalur busway macam tilang elektronik yg ada di perempatan. Satu lagi ternyata bnyk jg mobil merek itu kayaknya mobil gede itu target pasarnya ke orang yg mentalnya lemah;
655;Ngeneki kenek tilang elektronik po gak kiroÂ² ya Taun wes rongewu telulikur kok yo sek onok supir mokong;
656;proses tilang elektronik kenapa bisa subjek yaa? bingung https://t.co/fkvilAXBth;
657;@Yo_BenToo @ernestprakasa Jawabannya iya akan byk perubahan uu misalnya aturan ganti plat kendaraan jdi putih... Itu utk polantas nerapin tilang elektronik. Polantas itu sekelompok kecil dri polri.uu ite dlu ga ada krna elektronik blom semasif skrng uu pornografi dan cipta kerja jg ribut.;
658;@aku_zuzu Batu kan udah tilang elektronik.... Lek ditilang manual berarti udah salah besar itu;
659;Sunwoo suka kena tilang elektronik gak ya (open discussion);
660;ini kalo ada tilang elektronik mampus sih https://t.co/8yOoK4blTB;
661;@essusumelonn Menangys. Cuma bisa berdoa td pas brgkt gak kena tilang elektronik;
662;06.33 Tim E-TLE Mobile Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang secara elektronik kepada pengendara mobil yang melanggar kebijakan wilayah GAGE di keluaran Tol Becakayu Jl. DI. Panjaitan Kebon Nanas Jaktim. https://t.co/5FqLrap16h;
663;@ibnux Biasanya undangan nikah skrg tilang elektronik https://t.co/LhbYprMXlQ;
664;Tangerang Selatan punya kamera tilang elektronik yang perlu diwaspadai. Di mana saja? https://t.co/4qlusGhzkB;
665;10.25 Tim E-TLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di bawah layang Pondok Bambu Jl. Basuki Rahmat Jaktim. https://t.co/M7AhPjpFXF;
666;Kehadiran tilang elektronik diharapkan dapat membuat pengguna jalan lebih berhati-hati dan mematuhi tata tertib berkendara yang benar di jalan tol. https://t.co/xvrjt6bwaT;
667;Tata Cara Cek Tilang Elektronik Disertai Rincian Denda yang Harus Dibayarkan https://t.co/jybLnDICne via @TribunHealth;
668;Tekan Angka Kecelakaan Tol Pekanbaru - Dumai Dipasangi ETLE Kamera Tilang Elektronik https://t.co/csW8WoO6AR;
669;Pengguna Pelat Nomor Palsu Diincar Tilang Elektronik Ancaman Denda dan Penjara Menanti https://t.co/FB7UOHtvEJ;
670;Pengguna pelat palsu dapat ditindak menggunakan sistem tilang elektronik atau Electronic Traffic Law Enforcement (ETLE). https://t.co/NcCuBZz8Bk;
671;Cara Cek Tilang Elektronik lewat HP Lakukan Konfirmasi agar STNK Tidak Diblokir https://t.co/JfWPXeqQtJ;
672;Bintan Mulai Terapkan Tilang Elektronik Pelanggar akan Dikirimi Surat Tilang https://t.co/mAHYDb7A05;
673;@DinoDamara1515 @sbyfess kalo kena tilang elektronik suratnya dateng ke rumah sender;
674;Kayaknya tadi sore aku kenak tilang elektronik deh~;
675;Berikut Jenis PelanggaranÂ Tilang ElektronikÂ dan Dendanya Bisa Hingga Rp24 Juta https://t.co/DAb575l562 lewat @tribunnews;
676;Siap-siap Kawan JM! Bukan hanya starter pack ini adalah kunci untuk meraih gelar 'Pengemudi Bebas Tilang Elektronik'! Ingat gunakan sabuk pengaman berkendara sesuai batas muatan dan kecepatan yang berlaku https://t.co/PFssWg4sIu;
677;Waspada Peretas Rekening Modus Surat Tilang Direktur Lalu Lintas Kepolisian Daerah Sumatera Selatan (Dirlantas) Kombes Pol M Pratama Adhyasastra https://t.co/8wsczfS0LT menyampaikan bahwa untuk surat tilang elektronik tidak pernah dikirim melalui APK link. https://t.co/Nst1qaKjfm;
678;Untuk menciptakan disiplin berlalu lintas terdapat jenis pelanggaran yang dapat dikenakan tilang elektronik lengkap dengan dendanya. https://t.co/1wpQ6X24mB;
679;Direktur Lalu Lintas Kepolisian Daerah Sumatera Selatan (Dirlantas) Kombes Pol M Pratama Adhyasastra https://t.co/tLLMyzlGRf menyampaikan bahwa untuk surat tilang elektronik tidak pernah dikirim melalui APK link. https://t.co/LPFUHrih1l;
680;Pihak yang seharusnya bertanggung jawab ketika kena tilang elektronik saat kendaraan dipinjam. https://t.co/6bdXgVCLlg;
681;rekan widyuta harap selalu waspada dengan phising surat tilang elektronik yang mengaku dari kepolisian dan ternyata palsu modus ini sangat meresahkan masyarakat dan biasanya beredar melalui aplikasi chatting misalnya whatsapp https://t.co/G7cp9EqGfD;
682;Pihak yang seharusnya bertanggung jawab ketika kena tilang elektronik saat kendaraan dipinjam. https://t.co/pXPZ0qNh14;
683;Enam Warga Negara Asing Terekam Kamera Tilang Elektronik Berikut Penjelasan Ditlantas Polda Kepri https://t.co/2BJGGi3dsw https://t.co/aJCc38bnas;
684;10.07 Tim E-TLE Mobile Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl. Bekasi Timur Raya Klender Jaktim. https://t.co/BtnQqTj1Wt;
685;@RhythmOfBenz kan tilang elektronik sekarang mah;
686;Dapat Tambahan 28 Perangkat ETLE Tilang Elektronik Segera Diberlakukan Se-Kepri https://t.co/W3zE9FdIcL lewat @GoWest.ID;
687;Btw.. gyu seat beltnya di pake Nanti u kena tilang elektronik ribet urusnya https://t.co/YJe2jR8VsA;
688;@Heraloebss Padahal dulu sudah baik mengandalkan Tilang Elektronik (ETLE) Anggaran besar sudah dikeluarkan utk pengadaan kamera ETLE dll Plat nomor kendaraan juga sudah diganti cat dasar warna putih utk keakuratan kamera ETLE Lalu selanjutnya ah sudahlah..;
689;@txtdarisisange agak ngeri kena tilang elektronik ga si trs dikirimnya kerumah;
690;@TMCPoldaMetro Tilang elektronik fokus dilanjutkan. Pasang cctv seluruh TL minta anggaran pempus atau pemda. Himbauan doank gak ngepek pak. Pengendara motor lawan arus semakin banyak dimana2 tdk tertib di TL semakin merajalela pak ogah gopek merajalela tiap putaran lama2 SEMRAWUT KACAU.;
691;09.21 Tim E-TLE Mobile Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl. Kalimalang Raya sebelum Cipinang Indah arah Bekasi. https://t.co/5lxjGis6ep;
692;@merapi_uncover Kudune nek wis ngene ki yo langsung ditilang wae koyo tilang elektronik kae...bukti ono marai macet nyusahke wong sak pirang-pirang wae @PoldaJogja;
693;@DE__JAVU_ Padahal menggunakan helm itu wajib demi keselamatan diri sndiri (melindungi kepala) dan org lain (jika terjadi kecelakaan fatal). - Tp di Indonesia hal ini masih pro-kontra... Mungkin krn ulah satu dua oknum aparat... - Penting digalakan tilang elektronik...!!;
694;SAVE DAN SHARE PENERAPAN TILANG ELEKTRONIK ETLE DI KOTA TANJUNGPINANG SUDAH MULAI DIBERLAKUKAN UJICOBA https://t.co/f5E5kSMJ5B;
695;09:51 Simak bahayanya jika tidak membayar E-Tilang dan cara proses pembayaran jika terkena Tilang Elektronik. Berikan pertanyaan dan aduanmu pada live instagram @satlantassurakarta. Tiap hari SELASA dan KAMIS Pukul 13.00-14.00 WIB. https://t.co/gtB0hbZIhi;
696;Modus baru penipuan melalui surat tilang elektronik. Hati2 temans jika mendapat kiriman seperti ini... tidak usah di klik download. https://t.co/Mj7UQa91ZO;
697;Empat kamera Electronic Traffic Law Enforcement (ETLE) atau yang biasa dikenal dengan tilang elektronik tersebut dipasang di beberapa lokasi yang dipilih berdasarkan berbagai pertimbangan yakni di Jalan Gatot Subroto Cimone;
698;@FionazIsza Mobil etle itu mobil polisi yang melakukan tilang elektronik.. ada kamera dan layar monitornya juga;
699;@kompascom Kembalikan ke tilang elektronik lg..jgn tilang manual lg ntar bnyk oknum yg bercanda..;
700;Tim E-TLE Mobile Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl.Basuki Rahmat Pasar Gembrong Jakarta Timur. https://t.co/Dytq43HYCa;
